Num,Ticker,Name,Data FX,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,LIN AU Equity,LINDIAN RESOURCES LTD,AUD,4.383,2.893,2.8627,1.1075,2.3851,3.4522,3.4133,2.28,2.9966,11.8609,14.0864,13.8999,14.5877,-0.4147,0.1254,2.0818,-0.5398,0.7374,2.5145,4.6562,7.2658,32.9874,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,AEE AU Equity,AURA ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,5.7369,5.364,6.2655,5.3808,7.8375,14.0665,16.2209,16.5665,12.6989,13.7618,13.8407,16.8971,20.2934,19.6495,18.7537,22.0009,33.6145,39.8023,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,LGI AU Equity,LGI LTD/AUSTRALIA,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49.375,49.375,49.375,49.375,49.375,49.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,BRI AU Equity,BIG RIVER INDUSTRIES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.0619,38.9588,56.5246,58.8965,61.534,71.7322,94.6904,112.42,120.711,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PLY AU Equity,PLAYSIDE STUDIOS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0257,0.8048,12.696,44.969,38.809,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,ENN AU Equity,ELANOR INVESTOR GROUP,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97.437,125.242,182.292,208.512,245.875,212.35,243.983,341.254,352.312,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,NXD AU Equity,NEXTED GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,-0.2635,0.2678,1.6213,4.0506,3.5393,-5.9045,0.9457,5.2662,4.9431,-3.4824,-2.7671,9.5669,-1.0453,-3.6505,1.9873,61.568,65.438,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,FRI AU Equity,FINBAR GROUP LTD,AUD,26.12,29.262,31.0447,34.7138,48.994,59.7975,67.3623,77.2031,111.5113,174.4339,188.422,205.8035,238.6754,238.0926,227.8027,216.4712,252.1662,248.4771,241.941,242.641,242.732,240.072,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,SLA AU Equity,SILK LASER AUSTRALIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.932,77.655,89.28,96.445,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,CII AU Equity,CI RESOURCES LTD,AUD,9.362,8.9417,8.9417,12.3243,13.7026,13.7026,31.708,73.911,76.784,97.137,111.801,127.032,154.884,176.897,180.659,196.674,195.306,190.21,192.456,203.278,234.304,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,FID AU Equity,FIDUCIAN GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.191,24.127,27.62,31.131,34.826,38.123,42.869,47.132,50.905,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,NPR AU Equity,NEWMARK PROPERTY REIT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,153.9277,360.4,329.8406,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,WGN AU Equity,WAGNERS HOLDING CO LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.8075,-15.7774,-22.742,59.302,62.605,102.407,112.953,120.9,123.979,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,4DX AU Equity,4DMEDICAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.2495,3.7782,4.5557,-11.8099,83.3566,59.511,71.4604,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,FDV AU Equity,FRONTIER DIGITAL VENTURES LT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.2484,56.3199,45.515,51.1751,54.7204,150.5606,102.7106,111.3142,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PAR AU Equity,PARADIGM BIOPHARMACEUTICALS,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.1517,0.6091,11.2301,13.3899,13.8641,82.8063,108.1817,78.2733,42.3126,53.6778,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,DSE AU Equity,DROPSUITE LTD,AUD,8.7211,6.975,4.9435,6.7424,1.3665,9.5355,15.464,13.1046,13.6429,12.6881,12.9449,10.4616,10.1678,9.9654,3.9658,6.2849,4.9553,1.7978,2.646,21.8999,24.231,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,STK AU Equity,STRICKLAND METALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,8.3994,7.6284,3.2665,2.7716,3.6301,3.8005,4.1903,4.0173,4.7242,2.2586,3.5958,4.1024,6.439,5.2961,7.1982,12.0459,37.0268,46.7065,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,AUT AU Equity,AUTECO MINERALS LTD,AUD,#N/A,#N/A,#N/A,0.4064,5.558,9.2851,26.1734,25.7107,16.3735,17.0943,13.4042,13.5273,6.999,0.8341,0.7582,0.6809,0.3617,0.7497,5.9733,55.147,74.1401,81.5281,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,M7T AU Equity,MACH7 TECHNOLOGIES LTD,AUD,#N/A,#N/A,#N/A,-0.04,1.795,7.21,3.5926,-0.0872,-4.4366,1.831,1.4073,0.4685,0.5385,3.0967,23.4616,15.9388,14.2468,10.3652,53.4667,57.9143,58.3752,59.4837,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,BTH AU Equity,BIGTINCAN HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.1998,-0.4605,-8.0225,8.576,16.713,28.576,81.788,103.447,218.779,226.917,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,TBR AU Equity,TRIBUNE RESOURCES LTD,AUD,7.936,12.4326,18.0515,10.1076,17.7778,30.0115,39.1918,46.5025,81.8081,93.1865,106.5351,134.7374,141.5749,155.1587,195.4695,223.4538,283.0663,243.8845,265.1521,305.6027,298.9131,289.9921,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,COI AU Equity,COMET RIDGE LTD,AUD,#N/A,#N/A,7.6015,6.8374,8.884,15.5738,10.8605,43.7019,38.6873,40.3551,44.6351,47.1232,42.7461,32.717,29.028,32.788,43.522,56.175,56.758,50.409,47.545,64.313,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,HE8 AU Equity,HELIOS ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.456,2.3436,20.6631,22.9574,-0.0632,0.7492,0.5599,16.9445,26.7595,33.9734,30.9483,36.9211,57.1998,50.1304,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PNR AU Equity,PANTORO LTD,AUD,-687.601,-7.544,0.9151,3.6578,0.651,4.2284,3.8294,9.4802,14.4775,24.0638,25.4451,23.4935,13.2757,13.8806,21.8459,29.2588,45.3951,100.3629,89.5157,155.7318,192.8963,338.2197,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,AOF AU Equity,AUSTRALIAN UNITY OFFICE FUND,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,145.022,171.452,184.8,274.146,313.727,434.909,454.009,442.83,444.832,371.491,313.622,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,DRO AU Equity,DRONESHIELD LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.3898,2.9187,2.0623,6.6511,19.5894,15.5834,18.9994,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,LM8 AU Equity,LUNNON METALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.512,-2.9605,27.3407,49.6453,51.8599,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,EXP AU Equity,EXPERIENCE CO LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.185,70.047,94.496,180.392,132.399,77.787,73.951,123.921,128.964,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,SXG AU Equity,SOUTHERN CROSS GOLD LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.6409,31.1797,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,RCT AU Equity,REEF CASINO TRUST,AUD,85.329,93.449,126.718,32.723,33.61,70.703,12.381,13.771,11.395,11.754,12.652,14.378,13.954,13.469,12.228,13.046,11.767,11.711,8.804,12.829,14.232,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,AMI AU Equity,AURELIA METALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,6.0421,5.1058,5.4309,28.0158,58.8996,58.5986,62.6053,67.6638,-35.7636,-23.847,-3.78,183.04,221.578,234.904,421.29,336.926,309.825,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,FEX AU Equity,FENIX RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1176,4.0222,8.1199,10.9383,8.6276,7.1703,7.0469,3.6958,1.8336,1.279,0.3556,8.175,7.4536,77.2622,108.2213,124.8372,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,BSE AU Equity,BASE RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.8339,1.1688,15.6155,169.8298,218.1251,203.012,221.518,216.874,234.792,388.2675,457.27,526.4644,426.704,482.7836,432.5671,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,FWD AU Equity,FLEETWOOD LTD,AUD,48.437,80.294,96.432,106.22,110.719,119.58,130.926,141.749,156.873,206.229,231.245,214.091,214.409,214.001,186.327,195.915,180.019,232.086,226.529,222.465,163.52,165.634,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,GDC AU Equity,GLOBAL DATA CENTRE GROUP,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,109.185,137.558,150.954,207.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PPE AU Equity,PEOPLEIN LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.0996,42.9446,68.1152,96.7733,114.6025,142.3514,159.9951,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,RBL AU Equity,REDBUBBLE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.4026,4.534,-0.763,38.983,33.649,25.748,63.38,67.478,115.868,103.957,57.236,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,CYL AU Equity,CATALYST METALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,3.1287,3.0927,1.5781,2.0237,2.1676,1.5337,0.8775,0.782,0.6881,0.9231,2.1483,4.8186,16.3831,22.6851,55.1824,57.7203,171.773,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,ANG AU Equity,AUSTIN ENGINEERING LTD,AUD,#N/A,#N/A,3.905,6.6923,9.9134,18.612,31.623,51.947,86.659,103.742,125.285,153.448,165.641,119.423,137.021,112.178,104.208,101.398,98.543,90.76,107.32,114.198,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,IOD AU Equity,IODM LTD,AUD,#N/A,#N/A,4.3489,3.5114,3.0068,5.3567,4.7665,3.0836,3.5671,4.2669,3.947,4.9496,3.8777,1.2214,1.8915,-0.0211,-0.0944,-0.0957,0.5165,0.4379,0.799,1.3436,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PEN AU Equity,PENINSULA ENERGY LTD,AUD,2.283,0.991,1.8241,5.4962,5.2476,26.5319,31.3243,32.6767,47.8925,70.6276,73.6421,90.6374,95.7199,179.0511,177.9562,103.5113,109.1304,58.0302,97.0377,103.5774,106.2486,136.6082,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,NOL AU Equity,NOBLEOAK LIFE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.903,46.0868,64.02,84.62,111.632,119.839,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,CAA AU Equity,CAPRAL LTD,AUD,197.726,209.282,156.893,254.61,228.345,195.206,95.185,151.637,162.089,156.237,146.69,109.521,112.868,110.693,125.272,132.892,131.528,93.026,118.19,157.125,189.726,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,CLV AU Equity,CLOVER CORP LTD,AUD,16.554,17.358,19.013,22.083,22.761,23.668,26.957,28.274,25.627,28.07,29.9,32.409,30.134,29.388,30.214,32.576,38.145,45.141,57.569,58.416,63.04,67.151,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,COS AU Equity,COSOL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.5051,25.1762,34.4767,42.6588,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,WAT AU Equity,WATERCO LTD,AUD,20.561,21.328,32.9596,37.6972,39.2349,34.6623,37.2677,40.6315,46.4359,40.1056,41.8194,46.048,50.599,56.053,59.313,64.379,74.169,75.83,87.261,100.448,111.01,121.234,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,MTO AU Equity,MOTORCYCLE HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.9129,7.4,11.186,35.195,42.135,131.104,135.237,124.589,144.25,155.006,197.572,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,RAC AU Equity,RACE ONCOLOGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0221,-0.0702,0.0057,4.0779,5.6373,7.9307,5.0499,5.69,13.7225,36.1074,25.4861,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,SLH AU Equity,SILK LOGISTICS HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.84,66.887,75.407,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,CLG AU Equity,CLOSE THE LOOP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.0566,3.9657,9.3602,53.228,124.06,124.06,124.06,124.06,124.06,124.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,CHL AU Equity,CAMPLIFY HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.2875,1.9788,14.0822,9.3924,65.4979,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,APX AU Equity,APPEN LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.138,19.649,28.658,35.403,93.411,139.4,481.782,485.6823,538.5076,217.0201,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,LIS AU Equity,LI-S ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.0059,22.75,50.9927,47.8688,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,EZL AU Equity,EUROZ HARTLEYS GROUP LTD,AUD,7.358,11.867,17.4677,23.9983,36.8565,43.3844,102.6667,96.2957,109.4174,118.5184,120.722,105.2999,117.1395,111.2574,113.8299,119.3013,130.475,117.7954,114.3345,171.1022,193.2104,115.0381,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,STA AU Equity,STRANDLINE RESOURCES LTD,AUD,6.558,6.303,10.809,12.588,16.1821,20.5225,21.9182,22.1671,23.9234,29.9625,31.7404,26.9326,26.5068,9.7072,8.4363,10.6535,10.8198,13.1371,12.6649,134.6724,174.7611,167.3464,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,A1M AU Equity,AIC MINES LTD,AUD,2.874,-16.828,14.7685,12.492,1.451,45.2983,66.126,56.0793,190.435,164.7577,104.7539,85.5573,140.1482,84.385,55.844,24.302,9.085,11.08,8.716,90.167,154.29,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,EGG AU Equity,ENERO GROUP LTD,AUD,9.6045,16.059,61.1486,88.106,101.079,181.176,189.65,264.705,266.193,298.432,171.741,99.138,103.505,115.518,111.259,102.957,115.072,119.362,124.977,132.083,155.326,218.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,ENR AU Equity,ENCOUNTER RESOURCES LTD,AUD,#N/A,#N/A,#N/A,-0.0713,4.8374,8.482,7.8084,6.0509,8.4791,14.8131,19.9218,22.4215,21.745,22.8145,19.9624,22.0129,14.9121,15.7234,16.3349,21.5074,16.1929,28.8436,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,SHA AU Equity,SHAPE AUSTRALIA PTY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.43,17.758,20.81,18.445,20.285,25.939,25.939,25.939,25.939,25.939,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,ESS AU Equity,ESSENTIAL METALS LTD,AUD,#N/A,-0.008,5.2563,5.1647,5.6394,10.9089,10.1273,7.0629,9.6388,9.6238,13.123,12.0425,8.7127,9.0551,13.323,12.2691,14.5073,16.1024,17.829,20.403,26.283,28.083,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,SSG AU Equity,SHAVER SHOP GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26.2982,52.0452,59.0826,58.9682,60.2364,61.9495,72.5777,78.6335,84.2968,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,EGH AU Equity,EUREKA GROUP HOLDINGS LTD,AUD,#N/A,-0.589,8.8881,8.2352,14.2706,29.7861,3.153,1.0857,0.817,1.3798,3.697,4.0175,6.537,31.855,64.934,74.867,74.7,81.482,85.868,90.88,99.033,143.956,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,HFR AU Equity,HIGHFIELD RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.718,30.3959,50.894,166.3447,154.4839,158.0134,159.1586,152.9787,128.8566,138.5407,147.7227,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,EOL AU Equity,ENERGY ONE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,6.603,5.8145,5.7244,5.3594,4.5785,3.6445,3.4338,3.7714,4.6721,5.3149,5.8149,7.0941,8.9767,18.692,23.192,34.239,47.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,XRF AU Equity,XRF SCIENTIFIC LTD,AUD,#N/A,#N/A,#N/A,#N/A,8.4116,12.1846,13.604,15.1264,14.7422,19.4052,26.5169,29.0604,29.1184,29.7653,30.407,30.7631,31.7245,33.8114,35.6355,39.1029,43.348,49.5777,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,VVA AU Equity,VIVA LEISURE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.449,-2.1215,-0.0687,25.7621,63.3168,86.3522,85.8099,90.0197,,,,,,,,,,,,,,,,,,,,,,,,,,,
